"Source","Location","Stars","Sentiment","Date","Year","Month","ReviewerName","Title","LocalGuide","LikesCount","Themes","MenuMentions","ReviewText"
"Google","Playa Grande","5","Positive","2026-03-20","2026","03","Jess Estrada","","False","0","Service; Tourist/Location","","Our dining experience was truly elevated thanks to our server, Dani. From the moment we were seated, her warm and friendly demeanor made us feel right at home. This place is a must visit when youâ€™re in playa!"
"Google","Playa Grande","2","Negative","2026-03-18","2026","03","gur ari","","False","0","Drinks; Pricing; Slow Service; Menu; Food Items","","It took to much time for an okey breakfast the asei was not god then they gave as a new one after so much time of waiting for the dish and do not take the protein in the shakes it was an okey Experience for a expensive breakfast."
"Google","Playa Grande","5","Positive","2026-03-17","2026","03","Nick Kruge","","False","0","Service","","tasty and friendly for our large group of 12. thanks danixa for your excellent service!"
"Google","Playa Grande","5","Positive","2026-03-16","2026","03","Lisa Borgatti","","False","0","Food Items","Teriyaki Bowl; Bowl (general)","Absolutely delicious!!!!! I highly recommend the chicken teriyaki bowl - so amazing!!!"
"Google","Playa Grande","5","Positive","2026-03-15","2026","03","Paul L","","True","0","Menu; Food Items","","Fantastic! A creative and varied selection .. we had brunch and all 4 meals were delicious and well presented."
"Google","Playa Grande","5","Positive","2026-03-15","2026","03","Michael Conkel","","False","0","","","Dani was amazing! We will for sure be back!"
"Google","Playa Grande","5","Positive","2026-03-14","2026","03","Waldemar Pankraz","","True","0","Service; Food Items","Bowl (general)","Wir haben uns fÃ¼r den kleinen Hunger zwischendurch eine Bowl geteilt und jeweils einen ein Eiskaffee getrunken. Beides war lecker, besonders die Bowl hat uns sehr gut geschmeckt. Am besten hat uns allerdings der Service gefallen.

Danke nochmal an Melissa fÃ¼r den super Service und die Empfehlungen ðŸ‘."
"Google","Playa Grande","5","Positive","2026-03-08","2026","03","Heather Anderson","","False","0","Drinks; Pricing; Food Items","Coffee","Best place in PG for healthy, delicious food. Incredible Costa Rican breakfast (available for dinner too!), acai bowls, and the best coffee I've had in Costa Rica."
"Google","Playa Grande","3","Neutral","2026-03-05","2026","03","Pato Alvarado","","False","0","","","Took far too long to bring food to our table"
"Google","Playa Grande","3","Neutral","2026-03-02","2026","03","Raquel LaRocca","","True","0","Atmosphere; Drinks; Pricing; Food Quality Issue; Food Items","Eggs","We had breakfast here and were slightly disappointed. We had the classic Costa Rican breakfast, the eggs and rice & beans were fine, the orange juice was watered down, and the plantains were slathered in honey and cinnamon. The space is cute and serene with a lot of shade."
"Google","Playa Grande","5","Positive","2026-02-26","2026","02","Summer Beshore","","True","0","","",""
"Google","Playa Grande","5","Positive","2026-02-22","2026","02","Frank Ryckewaert","","True","0","Service","","Resto sympa Ã  l'ambiance dÃ©contractÃ©e et bobo. La nourriture est Ã  la hauteur avec des tarifs corrects en accord avec ce qui est proposÃ©. Service et accueil trÃ¨s sympa. Le poke au thon est vraiment excellent."
"Google","Playa Grande","4","Positive","2026-02-19","2026","02","Sarah Miller Wright","","False","0","","",""
"Google","Playa Grande","5","Positive","2026-02-17","2026","02","Jodi Allen","","False","0","Food Items","Eggs","Huevos revueltos con pan entera was some of the best scrambled eggs I've ever had"
"Google","Playa Grande","1","Negative","2026-02-03","2026","02","Camila Rubio","","False","0","Service","","Fuimos a tomar un cafÃ©, pedimos dos rols de canela y el salonero nunca se acordÃ³ de los rols de canela, hasta que lo llame"
"Google","Playa Grande","5","Positive","2026-02-01","2026","02","Sheila Murray","","True","0","Atmosphere; Drinks; Slow Service; Food Items","Coffee","What an incredible gem! Have been there for both breakfast and dinner and 11/10 recommend. Such fresh food, delicious coffee & juices, and great atmosphere. Canâ€™t wait to go back."
"Google","Playa Grande","5","Positive","2026-01-30","2026","01","Sandi Caus","","False","0","Drinks; Gift Store","","Fun location for food and drink. The shop of local items was great too-- we were able to find a nice local art piece"
"Google","Playa Grande","2","Negative","2026-01-20","2026","01","niamh barry","","False","0","Drinks; Pricing; Slow Service","Smoothie","Food is mediocre (watery smoothie), not as fresh as I would have liked. Extremely expensive for what you get. And be prepared to wait an hour for your food."
"Google","Playa Grande","5","Positive","2026-01-15","2026","01","Raquel King","","True","0","Atmosphere; Family/Pet Friendly","","Delicious! Highly recommend this sweet local spot, even has a cute area for kids to play!"
"Google","Playa Grande","5","Positive","2026-01-14","2026","01","Mae Sloss","","True","0","Atmosphere; Service; Gift Store","","Great service, amazing atmosphere and fresh food! Place is super cute and has a little gift shop."
"Google","Playa Grande","5","Positive","2026-01-03","2026","01","Amanda Haakenson","","True","0","Service; Family/Pet Friendly; Food Quality Issue; Menu","","Still as fresh and delicious as ever.
The food here is always delicious, definitely cooked to order, and delivered with excellent service. I have been coming to this restaurant with my family for many years and we are consistently met with the same quality food and customer service time after time. There are no bad menu items. Confidently eat here."
"Google","Playa Grande","5","Positive","2025-12-30","2025","12","Carol Evagelidis","","True","0","Drinks; Food Items","Bowl (general)","Amazing food, drinks and place. I loved to go and have their fruit bowl with peanut butter, falafel bites and enjoy the margarita nights. Really pleasant place and nice environment."
"Google","Playa Grande","5","Positive","2025-12-27","2025","12","Alexandra Rochon","","False","0","Atmosphere; Service; Dietary Options; Pricing; Menu; Food Items; Gift Store","","Great place for brunch and dinner, food was delicious with fresh ingredients and there are many vegetarian options! There is a little shop for souvenirs as well, the space is beautiful and we had great service with recommendations of things to do in the area. Most importantly, it's costa-rican-owned!"
"Google","Playa Grande","5","Positive","2025-12-25","2025","12","Caledwards","","False","0","","",""
"Google","Playa Grande","5","Positive","2025-12-20","2025","12","Ana Delgado","","False","0","Food Items","Salad; Seafood","ProbÃ© el poke de atÃºn y estaba espectacular: atÃºn sÃºper fresco, bien preparado y con un balance de sabores perfecto. Ligero, fresco y muy bien presentado.
La ensalada de kale con chifrijo de coco (chifiricoco) fue una sorpresa increÃ­ble. Un plato creativo, fresco y delicioso, con combinaciones de sabor y textura que funcionan muy bien.
El ceviche estaba excelente, fresco, bien curado y con el punto exacto de limÃ³n y condimentos. Se nota que trabajan con ingredientes frescos y bien manejados.
TambiÃ©n probÃ© los casados, bien servidos y con un sabor casero pero de muy buena calidad.
Honestamente, me hubiera encantado felicitar al cocinero, porque todo estaba sÃºper delicioso, bien hecho y con mucho cariÃ±o. AdemÃ¡s, el hecho de que la comida saliera tan rÃ¡pido hace que la experiencia sea aÃºn mejor.
Definitivamente es un lugar al que volverÃ­a sin pensarlo. Totalmente recomendado para quienes buscan comida fresca, rÃ¡pida y de excelente sabor en Playa Grande."
"Google","Playa Grande","1","Negative","2025-12-20","2025","12","Valeria Leal","","False","0","Atmosphere","","Lugar y ambiente agradable; lamentablemente el servicio es demasiado malo."
"Google","Playa Grande","5","Positive","2025-12-15","2025","12","Joe Wilkinson","","False","0","Atmosphere; Service; Tourist/Location; Pricing; Slow Service; Menu; Food Items","","This place was absolutely delicious. The atmosphere is amazing, and the food is locally sourced, healthy, and incredibly flavorful. I honestly wish I had time to try everything on the menu. I ordered the Costa Rican breakfast, and it was absolutely amazing, fresh, satisfying, and clearly made with care.

This is my first day of a week-long stay, and I already plan to be back. I canâ€™t wait to return and try more dishes. The staff are local, friendly, and very accommodating, which makes the experience even better. Highly recommend."
"Google","Playa Grande","5","Positive","2025-12-08","2025","12","Laura Gippert","","True","0","Service; Tourist/Location","","So many reasons to visit this little gem in the jungle just a few minutes from the beach... the food was iQue RICO!! and the service excellent..."
"Google","Playa Grande","5","Positive","2025-12-04","2025","12","Mathew Oliver","","True","0","Atmosphere; Food Items","","Great little spot for breakfast or brunch!"
"Google","Playa Grande","4","Positive","2025-12-02","2025","12","Cornelius Knappe","","False","0","Portions","","Frische und lokale Gerichte. Internationales Publikum.
Leider sehr kleine Portionen und sehr gehobene Preise.
Zum frÃ¼hstÃ¼cken sicherlich ein geeigneter Ort."
"Google","Playa Grande","5","Positive","2025-11-15","2025","11","kelly sharbaugh","","True","0","","","Super fresh and healthy!"
"Google","Playa Grande","5","Positive","2025-10-24","2025","10","Sinni Taylor","","True","0","Service; Drinks; Food Items","Avocado/Guac Toast","The French toast is tasty. Different from how Iâ€™ve ever experienced it. Itâ€™s soaked so if youâ€™re a texture person, ask questions first. Very filling, fruity, and fresh. Pleasant staff. I also had bacon and chai tea."
"Google","Playa Grande","5","Positive","2025-10-10","2025","10","Ryan C","","True","0","","",""
"Google","Playa Grande","5","Positive","2025-09-28","2025","09","E U","","False","0","","","Pura Vida vom feinsten.
SchÃ¶n und stylisch eingerichtet."
"Google","Playa Grande","5","Positive","2025-09-26","2025","09","Chris Squillace","","False","0","Atmosphere; Service; Live Music","","Delicious food, relaxing vibes, great music and even better service. Highly recommend. We came every day because Yorvin made it so enjoyable!! 10/10 customer service"
"Google","Playa Grande","5","Positive","2025-09-25","2025","09","Jacob Keller","","False","0","Atmosphere; Service; Menu","","Solid if unspectacular experience.  Good service, good food, same atmosphere as every other restaurant in CR."
"Google","Playa Grande","1","Negative","2025-09-15","2025","09","Erick Carvajal","","True","0","","",""
"Google","Playa Grande","5","Positive","2025-08-23","2025","08","Yvette Freake","","True","0","Dietary Options; Menu","","Delicious food and amazing options for dietary restrictions such as gluten free and dairy free!"
"Google","Playa Grande","5","Positive","2025-08-14","2025","08","Kelsey Cardace","","True","0","Drinks; Menu","Gallo Pinto","Very satisfying gallo pinto and loved the variety of drinks on the menu. The golden milk latte was delicious! A must-stop in Playa Grande."
"Google","Playa Grande","5","Positive","2025-08-11","2025","08","Dustin Anderson","","True","0","Tourist/Location","","My wife and I visited here the first time in 2019. Itâ€™s 2025 and we still reminisce about this place. Itâ€™s that special.

Pictured is from our time there and we look forward to returning soon."
"Google","Playa Grande","2","Negative","2025-08-10","2025","08","Leslie O'Toole","","False","0","Drinks; Pricing; Portions","Smoothie","Bought two $9 smoothies to go. Got 2 tiny smoothies while the employee was drinking the remains from the blenderâ€¦"
"Google","Playa Grande","5","Positive","2025-08-06","2025","08","Still Blessed","","False","0","Service","","Marissa took very good care of us! Excellent food and service. Will definitely be back!"
"Google","Playa Grande","5","Positive","2025-08-06","2025","08","Kelly","","True","0","Atmosphere; Drinks; Pricing; Food Items","Coffee","Great Costa Rica breakfast and coffee. I liked the quirky ambiance of the dining space."
"Google","Playa Grande","5","Positive","2025-08-01","2025","08","Christopher Wright","","False","0","Service; Drinks","","Drinks and food were amazing! Johnathan our server was exceptional. Highly recommend"
"Google","Playa Grande","3","Neutral","2025-07-18","2025","07","Ashton Keck","","True","0","Atmosphere; Drinks; Family/Pet Friendly; Pricing; Food Items; Portions","Smoothie; Coffee; Bowl (general)","I will start with the positive and say that my two favorite things about Pots and Bowls are their coconut pancakes and their atmosphere. The place is adorable, and I love coming here with one of my best friends. Their prices have always been expensive, but for a treat once in a while, I would generally say it was worth it.

However, lately, the prices have been high and the portions very small for some items. My friend used to always get the aÃ§aÃ­ bowl, but the portion is so small now that she no longer orders it. I bought a smoothie for nearly nine dollars, and it was embarrassingly smallâ€”about the size of a childâ€™s sippy cup.

I do love this place for the environment and chatting with a friend over coffee, but I hope that this feedback can help them maybe reconsider some of the items with regard to portion and price."
"Google","Playa Grande","5","Positive","2025-07-17","2025","07","Jared Halliday","","True","0","Menu","Seafood","Excellent, fresh food, with a wide variety of options. The crispy tuna rice was fantastic."
"Google","Playa Grande","5","Positive","2025-07-08","2025","07","Carla Mae Daniels","","False","0","Tourist/Location; Slow Service; Food Items","","Amazing breakfast! Melissa was a wonderful waitress. Would definitely visit again."
"Google","Playa Grande","1","Negative","2025-07-07","2025","07","Mario Fr","","True","0","","","los peores dedos de pollo, el pollo seco, sin sabor, las papas fritas suaves, no recomendado"
"Google","Playa Grande","5","Positive","2025-07-07","2025","07","Ingrid Madison","","False","0","Atmosphere; Service; Drinks; Tourist/Location; Family/Pet Friendly; Menu; Food Items; Gift Store","Smoothie; Bowl (general); Seafood","My family, friends, and I visited Pots and Bowls several times during our vacation.  I ate the tropical Spirulina Bowl, the traditional breakfast, the falafel balls were THE best I've ever had, their ceviche was fresh and delicious, and the fried rice cakes with tuna were perfection. We also order smoothies and were delicious. Special shout out to Meli and Yorbin for their excellent service and hospitality.  You will not go wrong with anything on the menu. The ambiance is lovely, like dinning in someone's tropical garden, with a cute gift shop."
"Google","Playa Grande","5","Positive","2025-07-05","2025","07","Kate Warner","","False","0","Service; Tourist/Location","","Ate here every morning of our stay. Highly recommend. Everything we tried was fresh and delicious. Very nice staff and the earthy, natural ambiance is great to really disconnect on vacation."
"Google","Playa Grande","5","Positive","2025-06-24","2025","06","Miki Mae","","True","0","Service; Drinks; Menu; Food Items","Tacos; Steak/Hanger Bowl; Seafood","We ordered the tuna crispy fried rice(delicious), Casado & added mahi mahi(delicious), Tacos de short rib(my cousin said this was amazing, tastes better than it looks), Hanger tender steaks(delicious), Coconut pancakes(if you love coconut youâ€™ll love these), carrot cake(so good)â€¦â€¦. The service was great & the server was knowledgeable about the  menu & the ingredients. I donâ€™t remember her name but when I go back Iâ€™ll find out.
Weâ€™re definitely going back before we leave."
"Google","Playa Grande","3","Neutral","2025-06-10","2025","06","Bethany Renee","","True","0","Atmosphere; Service; Drinks; Pricing; Menu; Food Items","Bowl (general)","I had their cauliflower rice bowl, got a side of plantains and had one of their juices. I canâ€™t remember what juice I got right now but it was clearly homemade and absolutely delicious. All I know it was a unique blend that I decided to get. Their plantains were fine but the Cauliflower Rice bowl needs more substance. I got a violent case of food poisoning from your guysâ€™ food.

They serve the kale and shredded carrots for this bowl raw. I donâ€™t necessarily think anything is wrong with shredded carrots but I believe itâ€™d be a better move if the kale was actually sautÃ©ed and given some substance. You arenâ€™t really given much nutrients with raw kale and also too, I wonder if the kale was properly washed (same for the carrots) and if the carrots are premade shredded carrots or shredded at the restaurant. Not sure what went wrong with the preparation but you definitely have to be careful and make sure hands are being washed properly and thereâ€™s no cross contamination.

I can say the same for the cauliflower rice and thatâ€™s a â€œriceâ€ that when not handled properly can spoil and cause issues. Maybe add some herbs to the cauliflower rice, sautÃ© or roast the cauliflower rice and give it some flavor to give some substance. The mushrooms couldâ€™ve been given more flavor too. I know for a fact that this is the dish that gave me food poisoning (day 2) of being in Costa Rica. I donâ€™t doubt that you guys have delicious food but this was a major miss. Service was great though and the restaurant is beautiful."
"Google","Playa Grande","5","Positive","2025-06-08","2025","06","à¹à¸‹à¸„à¹€à¸„à¸­à¸£à¹Œà¸£à¸µà¹ˆ à¸ªà¸¸à¸¥à¸¥à¸´à¹à¸§à¸™","","True","0","Tourist/Location; Pricing; Food Items","Eggs","The Eggs Benedict and the sweet and sour chicken waffles were on a level that causes instantaneous mouthgasms. Worth the visit, so good."
"Google","Playa Grande","4","Positive","2025-06-07","2025","06","Elu","","False","0","","",""
"Google","Playa Grande","5","Positive","2025-06-07","2025","06","Adam Shedek","","True","0","","","Great place and they brew their own beer! Love it!!"
"Google","Playa Grande","5","Positive","2025-06-07","2025","06","Josh Marsh","","True","0","Dietary Options; Pricing","","Everything was amazing Johnathan was great he made sure all our food was vegan. Some of the best food we had in Costa Rica"
"Google","Playa Grande","1","Negative","2025-06-05","2025","06","Victoria Portuguez Molina","","False","0","Slow Service; Food Items","Avocado/Guac Toast","We had to wait 45 min for some french toasts"
"Google","Playa Grande","5","Positive","2025-05-09","2025","05","Jordi Elliot Turner","","False","0","","",""
"Google","Playa Grande","5","Positive","2025-05-01","2025","05","Manuela Merchan","","False","0","Drinks; Slow Service; Food Items","Tacos; Coffee; Seafood","You know that feeling when eating feels like homeâ€¦?
Our stop started with a turmeric milk and an iced coffee. But the feeling was so sweet and nurturing that we ended up having fish tacos in an amazing real corn tortilla (arepa style) and a delicious cauliflower rice bowlâ€¦.
And that stop became 3 hours after which we went for the banana bread and two americanos while we spoke about life with Valerie, the warming soul that served our food!
No more words needed!"
"Google","Playa Grande","5","Positive","2025-04-27","2025","04","enid guadamuz","","True","0","Tourist/Location","","EncontrÃ© la recomendaciÃ³n por algÃºn guÃ­a local, vaya que es un buen lugar.Una pequeÃ±a tienda que ofrece tambiÃ©n, algÃºn regalo o recuerdo.Recomendado.Valery y su compaÃ±era nos atendieron de maravilla, me encanto visitarlos.Graciaa, volveremos."
"Google","Playa Grande","5","Positive","2025-04-22","2025","04","Natalia Jimenez","","True","0","Atmosphere; Menu; Food Items; Portions","Tacos; Seafood","The food was absolutely delicious! We tried the shrimp tacos, ceviche, and chifrijo, and each dish was bursting with fresh, vibrant flavors. The atmosphere is equally wonderfulâ€”beautifully decorated with plenty of lush plants, creating a breezy, relaxing setting thatâ€™s perfect for enjoying a meal. Highly recommend!"
"Google","Playa Grande","2","Negative","2025-04-20","2025","04","Tommy Shook","","True","0","","",""
"Google","Playa Grande","5","Positive","2025-04-19","2025","04","Mathias Pache","","False","0","","",""
"Google","Playa Grande","5","Positive","2025-04-04","2025","04","Benjamin Bailey","","False","0","Service; Slow Service; Food Items","","All food is amazing. Waiters are very nice and food comes quick. Outside seating very nice! Highly recommend. AÃ§aÃ­ bowls are the best."
"Google","Playa Grande","5","Positive","2025-03-30","2025","03","Megan Forell","","False","0","Service; Food Items","Tacos; Avocado/Guac Toast; Bowl (general); Seafood","Thereâ€™s a reason this place is so well liked- itâ€™s amazing! The food was incredible, even three picky eaters enjoyed their dinner. The fish tacos, poke bowl and French toast were a few of the highlights. (And yes, breakfast served all day! Hooray!) Staff was attentive and very helpful."
"Google","Playa Grande","5","Positive","2025-03-29","2025","03","Joy Chojnowski","","False","0","Atmosphere; Food Items","","Lovely place! Great food. We had lunch here on our first day and went back for breakfast another day."
"Google","Playa Grande","5","Positive","2025-03-27","2025","03","Stephan","","True","0","Service; Drinks; Food Items","Avocado/Guac Toast; Coffee","The Bowls and the Toast are fire. Loved it. Coffee and Flat White were awesome. Service is super nice. 5***** well deserved."
"Google","Playa Grande","5","Positive","2025-03-23","2025","03","Julia Martinez","","False","0","","",""
"Google","Playa Grande","5","Positive","2025-03-20","2025","03","Andres Guadamuz","","True","0","","",""
"Google","Playa Grande","5","Positive","2025-03-18","2025","03","Angelina Garcia","","True","0","","","We loved it here the food was delicious"
"Google","Playa Grande","4","Positive","2025-03-16","2025","03","M-A","","True","0","Service; Pricing","","Great food. Fantastic service.

But prices are STEEP for what it is."
"Google","Playa Grande","5","Positive","2025-03-10","2025","03","Herman White","","False","0","Service; Food Quality Issue; Menu; Food Items","","Staff members - Melissa, Yorvin and Meisel - are the breakfast and dinner ambassadors of Playa Grande.

I was thoroughly impressed by the quality and care evident in every dish at Pots and Bowls.

The balanced menu and friendly ambiance create a casual experience that's both satisfying and heartwarming."
"Google","Playa Grande","5","Positive","2025-03-06","2025","03","sylvie bellerive","","True","0","Service","","Great place and excellent food. Friendly staff! Thanks Melissa!"
"Google","Playa Grande","5","Positive","2025-03-04","2025","03","Maxime Hamon","","False","0","Food Items","Burrito","Best burrito I had in my life! Switch the potatoes for the banana plantain ðŸ˜‹"
"Google","Playa Grande","5","Positive","2025-03-03","2025","03","Larry Budge","","False","0","Service; Food Items","","A great place for breakfast or lunch.  The food is really good and so is the service. Highly recommend !!!"
"Google","Playa Grande","5","Positive","2025-03-02","2025","03","Danielle Thibault","","True","0","Service; Tourist/Location; Food Items","","Melissa is a great server. She made us feel welcomed and was patient with our Spanish. Oh and the food was great. We went 5 times during our stay for lunch and breakfast."
"Google","Playa Grande","5","Positive","2025-03-01","2025","03","Shannon Orr","","False","0","Atmosphere; Tourist/Location; Menu","","We stayed in the area and ended up eating at this place five times! The ingredients used to make all the different dishes is so fresh and delicious. It is obviously take great detail in picking their vendors. The atmosphere is lovely with an outside area with many fans and a lovely breeze. I would go back to the area just to go to that restaurant!"
"Google","Playa Grande","5","Positive","2025-02-18","2025","02","Travis Wolfe","","False","0","Atmosphere","","Healthy food with healthy vibes!"
"Google","Playa Grande","5","Positive","2025-02-18","2025","02","Sandra Stewart","","True","0","Service; Tourist/Location; Pricing; Food Items","","Excellent breakfast. We've enjoyed restaurant meals here in Costa Rica. It's our 1st time visiting & we do plan to return.

Very flavorful, fresh ingredients. Staff are very friendly.

This has been our favorite breakfast in Costa Rica so far."
"Google","Playa Grande","5","Positive","2025-02-16","2025","02","Carin Carstens","","True","0","","",""
"Google","Playa Grande","1","Negative","2025-02-16","2025","02","Lohanna Mora","","False","0","","","PÃ©simo servicio, media hora estuve sentada y nunca llegaron ni siquiera a dejarme el menÃº, pese a que estaba sentada en la tercera mesa y todos los meseros pasaban y me veÃ­an, un lugar para definitivamente no ir, pÃ©simo servicio"
"Google","Playa Grande","5","Positive","2025-02-07","2025","02","Anthony G","","True","0","Atmosphere; Service; Drinks; Food Items; Live Music","Smoothie; Eggs","Excellent food and atmosphere.  Insane eggs Benedict with short ribs. Tasty falafel balls. Lots of smoothie choices. All day breakfast. Good music and great staff. Love it here"
"Google","Playa Grande","5","Positive","2025-01-29","2025","01","Richard Barnes","","True","0","Family/Pet Friendly","","Delicious, with good ambiance and some toys for kids."
"Google","Playa Grande","5","Positive","2025-01-13","2025","01","Charles Richer","","True","0","Food Items","Teriyaki Bowl","TrÃ¨s bon endroit, cuisine savoureuse, le Chicofrio et le poulet teriyaki sont des favoris!
La limonade Ã  la menthe et la biÃ¨re maison Ã  essayer Ã©galementðŸ˜˜"
"Google","Playa Grande","5","Positive","2025-01-13","2025","01","Anh Nuyen Steininger","","False","0","Service","","This place was a gem!! Food was absolutely delicious, the service was amazing, the hostess and the staff were nicest people ever!  Loved this place!  A must eat!"
"Google","Playa Grande","5","Positive","2025-01-11","2025","01","Erin Russo","","True","0","Tourist/Location; Food Items","Burger","We dined here several times during our stay in Playa Grande and each meal was absolutely delicious. They have a wonderful breakfast and the cheeseburger is unforgettable."
"Google","Playa Grande","1","Negative","2025-01-03","2025","01","Gali Shulman","","False","0","Service; Drinks","","We came as a group of 6 people, we ordered food and drinks, we also asked for plain water.
The food arrived at different times, when one finished his meal, the rest of the food arrived after 10-20 minutes. In the final bill we were charged for the 2 bottles of water.
Also you need to order in advance at the counter, then sit and also for payment need to go the counter, not a great service."
"Google","Playa Grande","5","Positive","2025-01-02","2025","01","Kristin Murray-James","","False","0","Service; Tourist/Location; Food Quality Issue; Food Items","","We ate at Pots and Bowls several times during our vacation. Breakfast, lunch, dinner are all fantastic! You will not be disappointed. The other reason this place is so great is the people! Especially Jonathan!"
"Google","Playa Grande","5","Positive","2025-01-02","2025","01","Helen Murray-James","","False","0","Atmosphere; Service","","The food and atmosphere here was amazing. We had Jonathan and he was exceptional. Very kind and welcoming! We will definitely be back"
"Google","Playa Grande","5","Positive","2025-01-02","2025","01","Jersie Lawrence","","False","0","Tourist/Location","","This place was great! we ended up going here  5 times over our trip because it was so good! Definitely a must if youâ€™re in Playa Grande!"
"Google","Playa Grande","2","Negative","2024-12-31","2024","12","Kieran Markham","","False","0","","",""
"Google","Playa Grande","5","Positive","2024-12-31","2024","12","Kristina","","True","0","","",""
"Google","Playa Grande","4","Positive","2024-12-27","2024","12","Karen Wesselmann","","True","0","Food Items; Portions","Bowl (general); Seafood","Leckeres Essen , sehr kleine Portionen , Tuna Bowl in kleinem MÃ¼slischÃ¤lchen , alles frisch , nette AtmosphÃ¤re"
"Google","Playa Grande","5","Positive","2024-12-20","2024","12","Ian R","","False","0","Atmosphere; Service","","Great spot, excellent service!"
"Google","Playa Grande","5","Positive","2024-12-17","2024","12","Peter Jeranek","","False","0","Atmosphere; Drinks; Food Quality Issue; Menu; Cleanliness","Smoothie","Delicious menu with extremely fresh ingredients. The ingredients are consistently high quality across all the menu items Iâ€™ve tried. Smoothies are excellent and can be made to order.

The chicken and waffles is lightweight, crisp and filling. Traditional foods like pinto are executed perfectly. Great option for clean food that tastes great."
"Google","Playa Grande","5","Positive","2024-12-17","2024","12","Filip Czaja","","True","0","Atmosphere; Food Items","","Nice, relaxing spot for breakfast , lunch or dinner"
"Google","Playa Grande","5","Positive","2024-12-14","2024","12","Eric Cooper","","True","0","Atmosphere; Service; Tourist/Location; Slow Service; Live Music; Portions","","I love this place. The waitresses Valerie and Maisel are so friendly. The food is absolutely delicious. And the vibe is just right. It's not full of loud tourists. Thank God! A lovely place just check to eat some beautiful good food."
"Google","Playa Grande","5","Positive","2024-12-08","2024","12","Matt","","True","0","Drinks; Tourist/Location; Family/Pet Friendly; Pricing; Food Items; Portions","Teriyaki Bowl; Steak/Hanger Bowl; Seafood","We went twice during our 5 day stay and would likely have gone a third time if we had stayed for longer.

Drinks: the strawberry mojito is delicious. Get it and thank me later.

Appetizers: we only tried the sushi tuna on crispy rice and it was wonderful. We ate tuna every day in Costa Rica and this may have been the best that we had although the Rip Jack tuna tower was a close second.

Entrees: we had the chifricoco, chicken teriyaki, and the lomito salteado hangar steak and all were delicious and full of flavor. My wife and I both agreed that the chicken teriyaki was about the best we have ever eaten.

Do not miss this place if you are staying anywhere in the Guanacaste region but do get there early. They close at 8pm."
"Google","Playa Grande","5","Positive","2024-12-04","2024","12","Tasha Turtletides","","True","0","Atmosphere; Service; Tourist/Location; Family/Pet Friendly; Menu; Food Items; Gift Store","","My husband and I are staying in Playa Grande for a week. We already found our favorite restaurant. They have a friendly staff. Johnathan was very welcoming and helpful. The food is delicious they serve breakfast menu and dinner all day! They have a beautiful shop inside with gifts for the family and items you may need you forgot to pack. Thank you for the great service. Pura Vida."
"Google","Playa Grande","5","Positive","2024-11-17","2024","11","StÃ©phanie Jutras","","False","0","Drinks","","Ricoooo ricoooo, la nourriture, les drinks, lâ€™ambiance, jâ€™ai tout aimÃ©. En plus, tu peux acheter des plantes sur place ou des bijoux faits Ã  la main. Je recommande si vous Ãªtes de passage."
"Google","Playa Grande","5","Positive","2024-11-17","2024","11","Raphael Christian-Roy","","False","0","Atmosphere; Service; Food Items","","Great little cafe. Beach vibes even tho itâ€™s not on the beach.
Food is amazing for breakfast/brunch, service staff was adorable."
"Google","Playa Grande","5","Positive","2024-11-17","2024","11","Daniella Young","","True","0","Tourist/Location; Pricing; Food Items","Burrito","This place is amazing! It's a must to eat here. It was all so good we ate here twice during our Costa Rica trip! The breakfast burrito was one of the best breakfast burritos I've ever had. The coconut flan was so so good."
"Google","Playa Grande","5","Positive","2024-11-02","2024","11","Marie Lqz","","False","0","","",""
"Google","Playa Grande","5","Positive","2024-10-28","2024","10","Robert T Phillips","","False","0","Service; Slow Service","","We stumbled upon this gem with no knowledge. We left happy with the layered delicate tastes of a superb meal lingering for days after. And it was our delightful skillful and knowledgeable waiter named after after an Egyptian pharaoh who made the whole experience so memorable. Just come ðŸ™"
"Google","Playa Grande","5","Positive","2024-10-22","2024","10","Hanya Loskutoff","","True","0","Service; Menu; Food Items","Bowl (general)","i love everything about this place. the menu selection is large and they offer choices for everyone! the tropical spirulina aÃ§aÃ­ bowl is perfection. service is amazing as well. love the friendly and attentive staff! we came here a few times and will definitely be coming back next time we are down here!"
"Google","Playa Grande","5","Positive","2024-10-16","2024","10","Kat Binz","","False","0","","",""
"Google","Playa Grande","5","Positive","2024-10-11","2024","10","Marissa Metro","","True","0","Atmosphere; Drinks","Coffee","Great space and coffee and food!!!"
"Google","Playa Grande","1","Negative","2024-10-07","2024","10","Pablo Fernandez","","False","0","","","Es una lÃ¡stima que sea tan caro, te cuentan una buena historia sobre la frescura de sus productos y una alimentaciÃ³n healthy y luego te clavan 40 dÃ³lares por un desayuno, un lugar perfecto para Tamagringos ðŸ‘ŽðŸ½"
"Google","Playa Grande","4","Positive","2024-09-18","2024","09","Susana Gost","","True","0","Food Items","Teriyaki Bowl","Comida muy rica (el pollo teriyaki y emla torta de zanahoria estaban increÃ­bles), servicio muy atento y restaurante bonito. Una estrella menos por los altos precios ðŸ¤·ðŸ»â€â™€ï¸"
"Google","Playa Grande","5","Positive","2024-09-15","2024","09","Alonso Herrera","","True","0","Menu; Food Items","","Excellent place for brunch, I have tried several dishes and they are very good!"
